CodigoInterno;Lote;Tipo_Contendor;Distrito;Cantidad
179623;TRES;ENVASES;VILLAVERDE;1;
179623;TRES;VIDRIO;VILLAVERDE;1;
179655;TRES;ENVASES;VILLAVERDE;1;
179655;TRES;ENVASES;VILLAVERDE;1;
179656;TRES;ENVASES;VILLAVERDE;1;
179656;TRES;VIDRIO;VILLAVERDE;1;
179592;TRES;ENVASES;VILLA DE VALLECAS;1;
179592;TRES;VIDRIO;VILLA DE VALLECAS;1;
179593;TRES;ENVASES;VILLA DE VALLECAS;1;
179593;TRES;VIDRIO;VILLA DE VALLECAS;1;
179597;TRES;ORGANICA;VILLA DE VALLECAS;1;
179597;TRES;RESTO;VILLA DE VALLECAS;1;
179615;TRES;ENVASES;VILLA DE VALLECAS;1;
179702;TRES;ENVASES;PUENTE DE VALLECAS;1;
179702;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179702;TRES;RESTO;PUENTE DE VALLECAS;1;
179702;TRES;RESTO;PUENTE DE VALLECAS;1;
179695;TRES;ENVASES;VILLAVERDE;1;
179695;TRES;VIDRIO;VILLAVERDE;1;
179696;TRES;ENVASES;VILLAVERDE;1;
179696;TRES;VIDRIO;VILLAVERDE;1;
179697;TRES;ENVASES;VILLAVERDE;1;
179697;TRES;VIDRIO;VILLAVERDE;1;
179615;TRES;VIDRIO;VILLA DE VALLECAS;1;
179680;TRES;ENVASES;PUENTE DE VALLECAS;1;
179680;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179719;TRES;ENVASES;VILLA DE VALLECAS;1;
179719;TRES;VIDRIO;VILLA DE VALLECAS;1;
179680;TRES;RESTO;PUENTE DE VALLECAS;1;
179543;TRES;RESTO;CARABANCHEL;1;
179543;TRES;RESTO;CARABANCHEL;1;
179710;TRES;ENVASES;PUENTE DE VALLECAS;1;
179710;TRES;VIDRIO;PUENTE DE VALLECAS;1;
179612;TRES;ORGANICA;VILLA DE VALLECAS;1;
179612;TRES;RESTO;VILLA DE VALLECAS;1;
179598;TRES;ORGANICA;VILLA DE VALLECAS;1;
179598;TRES;RESTO;VILLA DE VALLECAS;1;
179014;TRES;ENVASES;CARABANCHEL;1;
179014;TRES;VIDRIO;CARABANCHEL;1;
179401;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179401;TRES;RESTO;PUENTE DE VALLECAS;1;
179479;TRES;ORGANICA;PUENTE DE VALLECAS;1;
179479;TRES;RESTO;PUENTE DE VALLECAS;1;
178935;TRES;ENVASES;PUENTE DE VALLECAS;1;
178935;TRES;ORGANICA;PUENTE DE VALLECAS;1;
178935;TRES;RESTO;PUENTE DE VALLECAS;1;
178935;TRES;RESTO;PUENTE DE VALLECAS;1;
179256;TRES;ENVASES;USERA;1;
179256;TRES;RESTO;USERA;1;
179406;TRES;RESTO;USERA;1;
179406;TRES;RESTO;USERA;1;
179610;TRES;ENVASES;VILLA DE VALLECAS;1;
179610;TRES;ORGANICA;VILLA DE VALLECAS;1;
179610;TRES;RESTO;VILLA DE VALLECAS;1;
179547;TRES;ENVASES;VILLA DE VALLECAS;1;
179547;TRES;VIDRIO;VILLA DE VALLECAS;1;
179618;TRES;ENVASES;PUENTE DE VALLECAS;1;
258298;TRES;ENVASES;CARABANCHEL;1;
179625;TRES;ENVASES;VILLAVERDE;1;
179631;TRES;ENVASES;VILLAVERDE;1;
258268;TRES;ENVASES;CARABANCHEL;1;
179654;TRES;ENVASES;VILLAVERDE;1;
179661;TRES;ENVASES;CARABANCHEL;1;
179676;TRES;ENVASES;PUENTE DE VALLECAS;1;
179688;TRES;ENVASES;VILLAVERDE;1;
179700;TRES;ENVASES;PUENTE DE VALLECAS;1;
179713;TRES;ENVASES;CARABANCHEL;1;
179716;TRES;ENVASES;VILLA DE VALLECAS;1;
179721;TRES;ENVASES;CARABANCHEL;1;
179677;TRES;ENVASES;PUENTE DE VALLECAS;1;
179632;TRES;ENVASES;VILLAVERDE;1;
179765;TRES;ENVASES;CARABANCHEL;1;
179764;TRES;ENVASES;CARABANCHEL;1;
179722;TRES;ENVASES;CARABANCHEL;1;
179689;TRES;ENVASES;VILLAVERDE;1;
179690;TRES;ENVASES;VILLAVERDE;1;
179723;TRES;ENVASES;CARABANCHEL;1;
179633;TRES;ENVASES;VILLAVERDE;1;
179725;TRES;ENVASES;CARABANCHEL;1;
179726;TRES;ENVASES;CARABANCHEL;1;
179727;TRES;ENVASES;CARABANCHEL;1;
179634;TRES;ENVASES;VILLAVERDE;1;
179662;TRES;ENVASES;CARABANCHEL;1;
179626;TRES;ENVASES;VILLAVERDE;1;
179635;TRES;ENVASES;VILLAVERDE;1;
179691;TRES;ENVASES;VILLAVERDE;1;
179777;TRES;ENVASES;PUENTE DE VALLECAS;1;
179766;TRES;ENVASES;CARABANCHEL;1;
179692;TRES;ENVASES;VILLAVERDE;1;
179627;TRES;ENVASES;VILLAVERDE;1;
179636;TRES;ENVASES;VILLAVERDE;1;
179693;TRES;ENVASES;VILLAVERDE;1;
179728;TRES;ENVASES;CARABANCHEL;1;
179729;TRES;ENVASES;CARABANCHEL;1;
179663;TRES;ENVASES;CARABANCHEL;1;
179664;TRES;ENVASES;CARABANCHEL;1;
179717;TRES;ENVASES;VILLA DE VALLECAS;1;
179678;TRES;ENVASES;PUENTE DE VALLECAS;1;
179730;TRES;ENVASES;CARABANCHEL;1;
179731;TRES;ENVASES;CARABANCHEL;1;
179687;TRES;ENVASES;VILLAVERDE;1;
179781;TRES;ENVASES;PUENTE DE VALLECAS;1;
179665;TRES;ENVASES;CARABANCHEL;1;
179768;TRES;ENVASES;CARABANCHEL;1;
179679;TRES;ENVASES;PUENTE DE VALLECAS;1;
179769;TRES;ENVASES;CARABANCHEL;1;
179666;TRES;ENVASES;CARABANCHEL;1;
179667;TRES;ENVASES;CARABANCHEL;1;
179630;TRES;ENVASES;VILLAVERDE;1;
179637;TRES;ENVASES;VILLAVERDE;1;
179732;TRES;ENVASES;CARABANCHEL;1;
179782;TRES;ENVASES;PUENTE DE VALLECAS;1;
179613;TRES;ENVASES;VILLA DE VALLECAS;1;
179251;TRES;ENVASES;CARABANCHEL;1;
179796;TRES;ENVASES;USERA;1;
179801;TRES;ENVASES;PUENTE DE VALLECAS;1;
179807;TRES;ENVASES;CARABANCHEL;1;
179808;TRES;ENVASES;VILLAVERDE;1;
179802;TRES;ENVASES;PUENTE DE VALLECAS;1;
179803;TRES;ENVASES;PUENTE DE VALLECAS;1;
179810;TRES;ENVASES;VILLAVERDE;1;
179797;TRES;ENVASES;USERA;1;
179809;TRES;ENVASES;VILLAVERDE;1;
179798;TRES;ENVASES;USERA;1;
179252;TRES;ENVASES;CARABANCHEL;1;
179628;TRES;ENVASES;VILLAVERDE;1;
179380;TRES;ENVASES;CARABANCHEL;1;
178976;TRES;ENVASES;PUENTE DE VALLECAS;1;
179058;TRES;ENVASES;PUENTE DE VALLECAS;1;
179822;TRES;ENVASES;VILLAVERDE;1;
258299;TRES;ENVASES;VILLAVERDE;1;
179825;TRES;ENVASES;CARABANCHEL;1;
179821;TRES;ENVASES;VILLAVERDE;1;
179811;TRES;ENVASES;VILLAVERDE;1;
179812;TRES;ENVASES;VILLAVERDE;1;
179813;TRES;ENVASES;VILLAVERDE;1;
179714;TRES;ENVASES;CARABANCHEL;1;
179668;TRES;ENVASES;CARABANCHEL;1;
179127;TRES;ENVASES;VILLAVERDE;1;
179353;TRES;ENVASES;PUENTE DE VALLECAS;1;
179794;TRES;ENVASES;USERA;1;
179715;TRES;ENVASES;VILLA DE VALLECAS;1;
179089;TRES;ENVASES;VILLAVERDE;1;
179501;TRES;ENVASES;PUENTE DE VALLECAS;1;
179826;TRES;ENVASES;CARABANCHEL;1;
179827;TRES;ENVASES;PUENTE DE VALLECAS;1;
179828;TRES;ENVASES;PUENTE DE VALLECAS;1;
179829;TRES;ENVASES;PUENTE DE VALLECAS;1;
179830;TRES;ENVASES;PUENTE DE VALLECAS;1;
179831;TRES;ENVASES;PUENTE DE VALLECAS;1;
179814;TRES;ENVASES;VILLAVERDE;1;
179653;TRES;ENVASES;VILLAVERDE;1;
179090;TRES;ENVASES;VILLAVERDE;1;
179320;TRES;ENVASES;CARABANCHEL;1;
179795;TRES;ENVASES;USERA;1;
179799;TRES;ENVASES;USERA;1;
179091;TRES;ENVASES;VILLAVERDE;1;
179170;TRES;ENVASES;PUENTE DE VALLECAS;1;
179685;TRES;ENVASES;VILLAVERDE;1;
179841;TRES;ENVASES;PUENTE DE VALLECAS;1;
179848;TRES;ENVASES;PUENTE DE VALLECAS;1;
179849;TRES;ENVASES;VILLAVERDE;1;
179853;TRES;ENVASES;VILLAVERDE;1;
179854;TRES;ENVASES;CARABANCHEL;1;
179855;TRES;ENVASES;PUENTE DE VALLECAS;1;
179842;TRES;ENVASES;PUENTE DE VALLECAS;1;
179843;TRES;ENVASES;PUENTE DE VALLECAS;1;
179850;TRES;ENVASES;VILLAVERDE;1;
179800;TRES;ENVASES;USERA;1;
258255;TRES;ENVASES;CARABANCHEL;1;
179770;TRES;ENVASES;CARABANCHEL;1;
179652;TRES;ENVASES;VILLAVERDE;1;
179121;TRES;ENVASES;PUENTE DE VALLECAS;1;
179856;TRES;ENVASES;PUENTE DE VALLECAS;1;
179213;TRES;ENVASES;CARABANCHEL;1;
179171;TRES;ENVASES;PUENTE DE VALLECAS;1;
179416;TRES;ENVASES;PUENTE DE VALLECAS;1;
179444;TRES;ENVASES;CARABANCHEL;1;
179214;TRES;ENVASES;CARABANCHEL;1;
178925;TRES;ENVASES;CARABANCHEL;1;
179734;TRES;ENVASES;CARABANCHEL;1;
179735;TRES;ENVASES;CARABANCHEL;1;
179681;TRES;ENVASES;PUENTE DE VALLECAS;1;
179033;TRES;ENVASES;VILLAVERDE;1;
179215;TRES;ENVASES;CARABANCHEL;1;
179426;TRES;ENVASES;CARABANCHEL;1;
179092;TRES;ENVASES;VILLAVERDE;1;
179871;TRES;ENVASES;CARABANCHEL;1;
179876;TRES;ENVASES;PUENTE DE VALLECAS;1;
179872;TRES;ENVASES;CARABANCHEL;1;
179877;TRES;ENVASES;PUENTE DE VALLECAS;1;
179873;TRES;ENVASES;CARABANCHEL;1;
179874;TRES;ENVASES;CARABANCHEL;1;
179875;TRES;ENVASES;CARABANCHEL;1;
179878;TRES;ENVASES;PUENTE DE VALLECAS;1;
179286;TRES;ENVASES;PUENTE DE VALLECAS;1;
179321;TRES;ENVASES;CARABANCHEL;1;
179701;TRES;ENVASES;PUENTE DE VALLECAS;1;
179465;TRES;ENVASES;CARABANCHEL;1;
179093;TRES;ENVASES;VILLAVERDE;1;
179132;TRES;ENVASES;CARABANCHEL;1;
179287;TRES;ENVASES;PUENTE DE VALLECAS;1;
179889;TRES;ENVASES;USERA;1;
179890;TRES;ENVASES;USERA;1;
179900;TRES;ENVASES;PUENTE DE VALLECAS;1;
179891;TRES;ENVASES;USERA;1;
179895;TRES;ENVASES;PUENTE DE VALLECAS;1;
179896;TRES;ENVASES;PUENTE DE VALLECAS;1;
179614;TRES;ENVASES;VILLA DE VALLECAS;1;
179832;TRES;ENVASES;PUENTE DE VALLECAS;1;
179892;TRES;ENVASES;USERA;1;
179833;TRES;ENVASES;PUENTE DE VALLECAS;1;
178999;TRES;ENVASES;USERA;1;
179381;TRES;ENVASES;CARABANCHEL;1;
179094;TRES;ENVASES;VILLAVERDE;1;
179382;TRES;ENVASES;CARABANCHEL;1;
179288;TRES;ENVASES;PUENTE DE VALLECAS;1;
179901;TRES;ENVASES;PUENTE DE VALLECAS;1;
179915;TRES;ENVASES;PUENTE DE VALLECAS;1;
258290;TRES;ENVASES;CARABANCHEL;1;
179869;TRES;ENVASES;CARABANCHEL;1;
178984;TRES;ENVASES;CARABANCHEL;1;
179502;TRES;ENVASES;PUENTE DE VALLECAS;1;
179172;TRES;ENVASES;PUENTE DE VALLECAS;1;
179194;TRES;ENVASES;CARABANCHEL;1;
179669;TRES;ENVASES;CARABANCHEL;1;
179894;TRES;ENVASES;PUENTE DE VALLECAS;1;
179815;TRES;ENVASES;VILLAVERDE;1;
179736;TRES;ENVASES;CARABANCHEL;1;
178932;TRES;ENVASES;PUENTE DE VALLECAS;1;
178985;TRES;ENVASES;USERA;1;
179560;TRES;ENVASES;CARABANCHEL;1;
179917;TRES;ENVASES;CARABANCHEL;1;
179918;TRES;ENVASES;CARABANCHEL;1;
179919;TRES;ENVASES;CARABANCHEL;1;
179916;TRES;ENVASES;PUENTE DE VALLECAS;1;
179920;TRES;ENVASES;CARABANCHEL;1;
179254;TRES;ENVASES;CARABANCHEL;1;
179083;TRES;ENVASES;VILLAVERDE;1;
179022;TRES;ENVASES;VILLAVERDE;1;
179084;TRES;ENVASES;VILLAVERDE;1;
179099;TRES;ENVASES;PUENTE DE VALLECAS;1;
179870;TRES;ENVASES;CARABANCHEL;1;
179893;TRES;ENVASES;USERA;1;
179383;TRES;ENVASES;CARABANCHEL;1;
179034;TRES;ENVASES;VILLAVERDE;1;
179035;TRES;ENVASES;VILLAVERDE;1;
178949;TRES;ENVASES;PUENTE DE VALLECAS;1;
179101;TRES;ENVASES;PUENTE DE VALLECAS;1;
179100;TRES;ENVASES;PUENTE DE VALLECAS;1;
179503;TRES;ENVASES;PUENTE DE VALLECAS;1;
179255;TRES;ENVASES;USERA;1;
179504;TRES;ENVASES;PUENTE DE VALLECAS;1;
179036;TRES;ENVASES;VILLAVERDE;1;
179438;TRES;ENVASES;CARABANCHEL;1;
179897;TRES;ENVASES;PUENTE DE VALLECAS;1;
179898;TRES;ENVASES;PUENTE DE VALLECAS;1;
179540;TRES;ENVASES;CARABANCHEL;1;
179201;TRES;ENVASES;CARABANCHEL;1;
179000;TRES;ENVASES;CARABANCHEL;1;
179289;TRES;ENVASES;PUENTE DE VALLECAS;1;
178962;TRES;ENVASES;CARABANCHEL;1;
179958;TRES;ENVASES;CARABANCHEL;1;
179959;TRES;ENVASES;CARABANCHEL;1;
179960;TRES;ENVASES;CARABANCHEL;1;
178917;TRES;ENVASES;CARABANCHEL;1;
179133;TRES;ENVASES;CARABANCHEL;1;
179202;TRES;ENVASES;CARABANCHEL;1;
179487;TRES;ENVASES;PUENTE DE VALLECAS;1;
179488;TRES;ENVASES;PUENTE DE VALLECAS;1;
179879;TRES;ENVASES;PUENTE DE VALLECAS;1;
179880;TRES;ENVASES;PUENTE DE VALLECAS;1;
179881;TRES;ENVASES;PUENTE DE VALLECAS;1;
179203;TRES;ENVASES;CARABANCHEL;1;
179526;TRES;ENVASES;CARABANCHEL;1;
178933;TRES;ENVASES;PUENTE DE VALLECAS;1;
179561;TRES;ENVASES;CARABANCHEL;1;
179972;TRES;ENVASES;VILLAVERDE;1;
179973;TRES;ENVASES;VILLAVERDE;1;
179974;TRES;ENVASES;VILLAVERDE;1;
179975;TRES;ENVASES;VILLAVERDE;1;
179966;TRES;ENVASES;VILLAVERDE;1;
179968;TRES;ENVASES;VILLAVERDE;1;
179969;TRES;ENVASES;VILLAVERDE;1;
179970;TRES;ENVASES;VILLAVERDE;1;
179971;TRES;ENVASES;VILLAVERDE;1;
179783;TRES;ENVASES;PUENTE DE VALLECAS;1;
179339;TRES;ENVASES;CARABANCHEL;1;
179340;TRES;ENVASES;CARABANCHEL;1;
179961;TRES;ENVASES;CARABANCHEL;1;
179322;TRES;ENVASES;CARABANCHEL;1;
179173;TRES;ENVASES;PUENTE DE VALLECAS;1;
179986;TRES;ENVASES;CARABANCHEL;1;
179987;TRES;ENVASES;CARABANCHEL;1;
179984;TRES;ENVASES;CARABANCHEL;1;
179976;TRES;ENVASES;VILLAVERDE;1;
179985;TRES;ENVASES;CARABANCHEL;1;
179983;TRES;ENVASES;CARABANCHEL;1;
179977;TRES;ENVASES;VILLAVERDE;1;
179978;TRES;ENVASES;VILLAVERDE;1;
179982;TRES;ENVASES;CARABANCHEL;1;
179979;TRES;ENVASES;VILLAVERDE;1;
179137;TRES;ENVASES;CARABANCHEL;1;
179417;TRES;ENVASES;PUENTE DE VALLECAS;1;
179195;TRES;ENVASES;CARABANCHEL;1;
179078;TRES;ENVASES;CARABANCHEL;1;
179991;TRES;ENVASES;CARABANCHEL;1;
179995;TRES;ENVASES;CARABANCHEL;1;
179996;TRES;ENVASES;CARABANCHEL;1;
179992;TRES;ENVASES;CARABANCHEL;1;
179993;TRES;ENVASES;CARABANCHEL;1;
179994;TRES;ENVASES;CARABANCHEL;1;
179997;TRES;ENVASES;CARABANCHEL;1;
179196;TRES;ENVASES;CARABANCHEL;1;
179651;TRES;ENVASES;CARABANCHEL;1;
179998;TRES;ENVASES;CARABANCHEL;1;
179386;TRES;ENVASES;CARABANCHEL;1;
179418;TRES;ENVASES;PUENTE DE VALLECAS;1;
179686;TRES;ENVASES;VILLAVERDE;1;
178918;TRES;ENVASES;CARABANCHEL;1;
179867;TRES;ENVASES;CARABANCHEL;1;
180009;TRES;ENVASES;CARABANCHEL;1;
180012;TRES;ENVASES;CARABANCHEL;1;
180017;TRES;ENVASES;CARABANCHEL;1;
180016;TRES;ENVASES;CARABANCHEL;1;
180013;TRES;ENVASES;CARABANCHEL;1;
180014;TRES;ENVASES;CARABANCHEL;1;
180015;TRES;ENVASES;CARABANCHEL;1;
180020;TRES;ENVASES;CARABANCHEL;1;
180010;TRES;ENVASES;CARABANCHEL;1;
180018;TRES;ENVASES;CARABANCHEL;1;
179115;TRES;ENVASES;CARABANCHEL;1;
179899;TRES;ENVASES;PUENTE DE VALLECAS;1;
178980;TRES;ENVASES;CARABANCHEL;1;
179505;TRES;ENVASES;PUENTE DE VALLECAS;1;
180022;TRES;ENVASES;CARABANCHEL;1;
180030;TRES;ENVASES;VILLA DE VALLECAS;1;
180033;TRES;ENVASES;PUENTE DE VALLECAS;1;
180023;TRES;ENVASES;CARABANCHEL;1;
180024;TRES;ENVASES;CARABANCHEL;1;
180034;TRES;ENVASES;PUENTE DE VALLECAS;1;
180025;TRES;ENVASES;CARABANCHEL;1;
180026;TRES;ENVASES;CARABANCHEL;1;
180035;TRES;ENVASES;PUENTE DE VALLECAS;1;
178981;TRES;ENVASES;CARABANCHEL;1;
179197;TRES;ENVASES;CARABANCHEL;1;
178982;TRES;ENVASES;CARABANCHEL;1;
179174;TRES;ENVASES;PUENTE DE VALLECAS;1;
179122;TRES;ENVASES;PUENTE DE VALLECAS;1;
179157;TRES;ENVASES;CARABANCHEL;1;
180040;TRES;ENVASES;VILLAVERDE;1;
180043;TRES;ENVASES;VILLA DE VALLECAS;1;
180041;TRES;ENVASES;VILLAVERDE;1;
180044;TRES;ENVASES;VILLA DE VALLECAS;1;
179082;TRES;ENVASES;VILLAVERDE;1;
179138;TRES;ENVASES;CARABANCHEL;1;
179199;TRES;ENVASES;CARABANCHEL;1;
179868;TRES;ENVASES;CARABANCHEL;1;
179670;TRES;ENVASES;CARABANCHEL;1;
178934;TRES;ENVASES;PUENTE DE VALLECAS;1;
179506;TRES;ENVASES;PUENTE DE VALLECAS;1;
179257;TRES;ENVASES;CARABANCHEL;1;
179354;TRES;ENVASES;PUENTE DE VALLECAS;1;
179442;TRES;ENVASES;CARABANCHEL;1;
180051;TRES;ENVASES;CARABANCHEL;1;
180052;TRES;ENVASES;CARABANCHEL;1;
180053;TRES;ENVASES;CARABANCHEL;1;
180054;TRES;ENVASES;CARABANCHEL;1;
180055;TRES;ENVASES;CARABANCHEL;1;
180056;TRES;ENVASES;CARABANCHEL;1;
180057;TRES;ENVASES;CARABANCHEL;1;
180058;TRES;ENVASES;CARABANCHEL;1;
180059;TRES;ENVASES;CARABANCHEL;1;
180060;TRES;ENVASES;CARABANCHEL;1;
180061;TRES;ENVASES;CARABANCHEL;1;
180062;TRES;ENVASES;CARABANCHEL;1;
179419;TRES;ENVASES;PUENTE DE VALLECAS;1;
179466;TRES;ENVASES;CARABANCHEL;1;
179579;TRES;ENVASES;PUENTE DE VALLECAS;1;
180080;TRES;ENVASES;PUENTE DE VALLECAS;1;
180079;TRES;ENVASES;PUENTE DE VALLECAS;1;
179784;TRES;ENVASES;PUENTE DE VALLECAS;1;
179039;TRES;ENVASES;PUENTE DE VALLECAS;1;
179605;TRES;ENVASES;VILLAVERDE;1;
179507;TRES;ENVASES;PUENTE DE VALLECAS;1;
179175;TRES;ENVASES;PUENTE DE VALLECAS;1;
179176;TRES;ENVASES;PUENTE DE VALLECAS;1;
179467;TRES;ENVASES;CARABANCHEL;1;
179999;TRES;ENVASES;CARABANCHEL;1;
179606;TRES;ENVASES;VILLAVERDE;1;
179534;TRES;ENVASES;CARABANCHEL;1;
179123;TRES;ENVASES;PUENTE DE VALLECAS;1;
179334;TRES;ENVASES;CARABANCHEL;1;
178983;TRES;ENVASES;USERA;1;
180081;TRES;ENVASES;PUENTE DE VALLECAS;1;
180086;TRES;ENVASES;PUENTE DE VALLECAS;1;
180091;TRES;ENVASES;PUENTE DE VALLECAS;1;
180092;TRES;ENVASES;VILLA DE VALLECAS;1;
180093;TRES;ENVASES;VILLA DE VALLECAS;1;
180094;TRES;ENVASES;VILLA DE VALLECAS;1;
180082;TRES;ENVASES;PUENTE DE VALLECAS;1;
180083;TRES;ENVASES;PUENTE DE VALLECAS;1;
180084;TRES;ENVASES;PUENTE DE VALLECAS;1;
180089;TRES;ENVASES;PUENTE DE VALLECAS;1;
180090;TRES;ENVASES;PUENTE DE VALLECAS;1;
180087;TRES;ENVASES;PUENTE DE VALLECAS;1;
179290;TRES;ENVASES;PUENTE DE VALLECAS;1;
180027;TRES;ENVASES;CARABANCHEL;1;
179857;TRES;ENVASES;PUENTE DE VALLECAS;1;
180097;TRES;ENVASES;VILLA DE VALLECAS;1;
180108;TRES;ENVASES;PUENTE DE VALLECAS;1;
180110;TRES;ENVASES;CARABANCHEL;1;
180096;TRES;ENVASES;VILLA DE VALLECAS;1;
180109;TRES;ENVASES;PUENTE DE VALLECAS;1;
180098;TRES;ENVASES;VILLA DE VALLECAS;1;
180107;TRES;ENVASES;PUENTE DE VALLECAS;1;
180099;TRES;ENVASES;VILLA DE VALLECAS;1;
180100;TRES;ENVASES;VILLA DE VALLECAS;1;
179258;TRES;ENVASES;USERA;1;
179291;TRES;ENVASES;PUENTE DE VALLECAS;1;
179922;TRES;ENVASES;CARABANCHEL;1;
179040;TRES;ENVASES;PUENTE DE VALLECAS;1;
179292;TRES;ENVASES;PUENTE DE VALLECAS;1;
180112;TRES;ENVASES;PUENTE DE VALLECAS;1;
180111;TRES;ENVASES;PUENTE DE VALLECAS;1;
180113;TRES;ENVASES;PUENTE DE VALLECAS;1;
180114;TRES;ENVASES;PUENTE DE VALLECAS;1;
180115;TRES;ENVASES;PUENTE DE VALLECAS;1;
180116;TRES;ENVASES;PUENTE DE VALLECAS;1;
180117;TRES;ENVASES;PUENTE DE VALLECAS;1;
180124;TRES;ENVASES;CARABANCHEL;1;
180118;TRES;ENVASES;PUENTE DE VALLECAS;1;
179293;TRES;ENVASES;PUENTE DE VALLECAS;1;
179962;TRES;ENVASES;CARABANCHEL;1;
179508;TRES;ENVASES;PUENTE DE VALLECAS;1;
179294;TRES;ENVASES;PUENTE DE VALLECAS;1;
179178;TRES;ENVASES;PUENTE DE VALLECAS;1;
179923;TRES;ENVASES;CARABANCHEL;1;
180126;TRES;ENVASES;CARABANCHEL;1;
180127;TRES;ENVASES;CARABANCHEL;1;
180138;TRES;ENVASES;VILLAVERDE;1;
180128;TRES;ENVASES;CARABANCHEL;1;
180129;TRES;ENVASES;CARABANCHEL;1;
180139;TRES;ENVASES;VILLAVERDE;1;
180140;TRES;ENVASES;VILLAVERDE;1;
180137;TRES;ENVASES;VILLAVERDE;1;
179924;TRES;ENVASES;CARABANCHEL;1;
179925;TRES;ENVASES;CARABANCHEL;1;
179113;TRES;ENVASES;PUENTE DE VALLECAS;1;
179926;TRES;ENVASES;CARABANCHEL;1;
179737;TRES;ENVASES;CARABANCHEL;1;
179844;TRES;ENVASES;PUENTE DE VALLECAS;1;
178977;TRES;ENVASES;PUENTE DE VALLECAS;1;
180146;TRES;ENVASES;CARABANCHEL;1;
180147;TRES;ENVASES;CARABANCHEL;1;
258241;TRES;ENVASES;CARABANCHEL;1;
180144;TRES;ENVASES;CARABANCHEL;1;
180145;TRES;ENVASES;CARABANCHEL;1;
180141;TRES;ENVASES;VILLAVERDE;1;
180142;TRES;ENVASES;VILLAVERDE;1;
258238;TRES;ENVASES;CARABANCHEL;1;
180149;TRES;ENVASES;CARABANCHEL;1;
179785;TRES;ENVASES;PUENTE DE VALLECAS;1;
179786;TRES;ENVASES;PUENTE DE VALLECAS;1;
179158;TRES;ENVASES;CARABANCHEL;1;
179139;TRES;ENVASES;CARABANCHEL;1;
179468;TRES;ENVASES;CARABANCHEL;1;
179027;TRES;ENVASES;VILLAVERDE;1;
180156;TRES;ENVASES;VILLA DE VALLECAS;1;
180170;TRES;ENVASES;USERA;1;
180169;TRES;ENVASES;USERA;1;
180157;TRES;ENVASES;VILLA DE VALLECAS;1;
180158;TRES;ENVASES;VILLA DE VALLECAS;1;
180168;TRES;ENVASES;USERA;1;
180159;TRES;ENVASES;VILLA DE VALLECAS;1;
179738;TRES;ENVASES;CARABANCHEL;1;
179845;TRES;ENVASES;PUENTE DE VALLECAS;1;
179098;TRES;ENVASES;PUENTE DE VALLECAS;1;
179509;TRES;ENVASES;PUENTE DE VALLECAS;1;
179589;TRES;ENVASES;VILLAVERDE;1;
179739;TRES;ENVASES;CARABANCHEL;1;
179684;TRES;ENVASES;VILLAVERDE;1;
179566;TRES;ENVASES;CARABANCHEL;1;
180171;TRES;ENVASES;USERA;1;
180172;TRES;ENVASES;VILLAVERDE;1;
180180;TRES;ENVASES;VILLAVERDE;1;
180184;TRES;ENVASES;PUENTE DE VALLECAS;1;
180179;TRES;ENVASES;VILLAVERDE;1;
180173;TRES;ENVASES;VILLAVERDE;1;
180176;TRES;ENVASES;VILLAVERDE;1;
180177;TRES;ENVASES;VILLAVERDE;1;
180178;TRES;ENVASES;VILLAVERDE;1;
180185;TRES;ENVASES;PUENTE DE VALLECAS;1;
179834;TRES;ENVASES;PUENTE DE VALLECAS;1;
179527;TRES;ENVASES;CARABANCHEL;1;
179341;TRES;ENVASES;CARABANCHEL;1;
258220;TRES;ENVASES;CARABANCHEL;1;
180000;TRES;ENVASES;CARABANCHEL;1;
180186;TRES;ENVASES;VILLAVERDE;1;
180187;TRES;ENVASES;VILLAVERDE;1;
180188;TRES;ENVASES;VILLAVERDE;1;
180189;TRES;ENVASES;VILLAVERDE;1;
180190;TRES;ENVASES;VILLAVERDE;1;
180191;TRES;ENVASES;VILLAVERDE;1;
180192;TRES;ENVASES;VILLAVERDE;1;
180193;TRES;ENVASES;VILLAVERDE;1;
180194;TRES;ENVASES;VILLAVERDE;1;
180001;TRES;ENVASES;CARABANCHEL;1;
179787;TRES;ENVASES;PUENTE DE VALLECAS;1;
180130;TRES;ENVASES;CARABANCHEL;1;
179740;TRES;ENVASES;CARABANCHEL;1;
179149;TRES;ENVASES;CARABANCHEL;1;
178963;TRES;ENVASES;CARABANCHEL;1;
180212;TRES;ENVASES;CARABANCHEL;1;
180207;TRES;ENVASES;CARABANCHEL;1;
180210;TRES;ENVASES;CARABANCHEL;1;
180208;TRES;ENVASES;CARABANCHEL;1;
180209;TRES;ENVASES;CARABANCHEL;1;
180213;TRES;ENVASES;CARABANCHEL;1;
180214;TRES;ENVASES;CARABANCHEL;1;
180215;TRES;ENVASES;CARABANCHEL;1;
180125;TRES;ENVASES;CARABANCHEL;1;
179067;TRES;ENVASES;CARABANCHEL;1;
178978;TRES;ENVASES;CARABANCHEL;1;
180003;TRES;ENVASES;CARABANCHEL;1;
179771;TRES;ENVASES;CARABANCHEL;1;
180221;TRES;ENVASES;CARABANCHEL;1;
